 81Nb   81   41    1    0    1    1    0.000000   -0.750000
  1   0.000000  -1.0  0   2.00E-07  0                            1 ?      0.0000 %EC+%B+
 82Nb   82   41    1    0    1    1   13.590001    1.410000
  1   0.000000   0.0  1   5.00E-02  0                        0+  1 =    100.0000 %EC+%B+
 82Nb   82   41    4    3    1    1   13.570001    1.780000
  1   0.000000   0.0  1   5.00E-02  0                      (0+)  2 =    100.0000 %EC+%B+ ?      0.0000 %ECP   
  2   0.418000   2.0  1             1                      (2+)  0
                                          1      0.418  0.000E+00  0.000E+00  7.730E-03
  3   1.056000   4.0  1             1                      (4+)  0
                                          2      0.638  0.000E+00  0.000E+00  2.173E-03
  4   1.180000   5.0  1   9.20E-08  1                      (5+)  1 =    100.0000 %IT    
                                          3      0.124  0.000E+00  0.000E+00  1.253E-01
 83Nb   83   41    9   10    1    1   14.057001    2.060000
  1   0.000000   2.5  1   4.10E+00  0                    (5/2+)  1 =    100.0000 %EC+%B+
  2   0.130000   3.5  1             1                    (7/2+)  0
                                          1      0.130  0.000E+00  0.000E+00  1.101E-01
  3   0.230000   1.5 -1             1                    (3/2-)  0
                                          1      0.230  0.000E+00  0.000E+00  1.079E-02
  4   0.252000   4.5  1             2                    (9/2+)  0
                                          2      0.122  0.000E+00  0.000E+00  1.310E-01
                                          1      0.252  0.000E+00  0.000E+00  4.180E-02
  5   0.382000   2.5 -1             1                    (5/2-)  0
                                          3      0.152  0.000E+00  0.000E+00  7.199E-02
  6   0.644000   3.5 -1             2                    (7/2-)  0
                                          5      0.262  0.000E+00  0.000E+00  1.730E-02
                                          3      0.414  0.000E+00  0.000E+00  7.967E-03
  7   0.712000   5.5  1             1                   (11/2+)  0
                                          4      0.460  0.000E+00  0.000E+00  4.298E-03
  8   0.875000   6.5  1             1                   (13/2+)  0
                                          4      0.623  0.000E+00  0.000E+00  2.320E-03
  9   1.723000   8.5  1             1                   (17/2+)  0
                                          8      0.848  0.000E+00  0.000E+00  1.040E-03
 84Nb   84   41   60   84   18    1   10.880000    2.600000
  1   0.000000   2.0  1   9.80E+00  0 c              (1+,2+,3+)  2 =    100.0000 %EC+%B+ ?      0.0000 %ECP   
  2   0.048000   3.0 -1             1 c                 (3-,4-)  0
                                          1      0.047  4.926E-01  1.000E+00  1.030E+00
  3   0.065000   3.0  1             1 c                 (2+,3+)  0
                                          1      0.065  5.682E-01  1.000E+00  7.600E-01
  4   0.162500   4.0  1             2 c                 (4+,5+)  0
                                          2      0.115  8.170E-01  8.826E-01  8.030E-02
                                          1      0.163  9.803E-02  1.174E-01  1.980E-01
  5   0.205000   3.0 -1             2 u                    (3-)  0
                                          3      0.140  5.218E-01  5.446E-01  4.360E-02
                                          1      0.205  4.488E-01  4.554E-01  1.480E-02
  6   0.217500   3.0 -1             1 g                          0
                                          1      0.218  0.000E+00  0.000E+00  1.263E-02
  7   0.306000   3.0 -1             3 g                          0
                                          5      0.101  0.000E+00  0.000E+00  2.224E-01
                                          4      0.143  9.597E-01  1.000E+00  4.202E-02
                                          2      0.258  0.000E+00  0.000E+00  1.801E-02
  8   0.337700   5.0 -1   1.03E-07  2 u                    (5-)  1 =    100.0000 %IT    
                                          5      0.133  4.921E-01  6.929E-01  4.080E-01
                                          4      0.175  3.002E-01  3.071E-01  2.300E-02
  9   0.358300   5.0  1             2 g                          0
                                          6      0.141  0.000E+00  0.000E+00  6.937E-01
                                          4      0.196  0.000E+00  0.000E+00  3.664E-02
 10   0.501700   3.0  1             1 g                          0
                                          9      0.144  0.000E+00  0.000E+00  3.131E-01
 11   0.565700   6.0 -1             2 u                    (6-)  0
                                          8      0.228  8.210E-01  8.413E-01  2.473E-02
                                          7      0.260  1.149E-01  1.587E-01  3.808E-01
 12   0.570200   7.0  1             1 u                    (7+)  0
                                          8      0.232  8.890E-01  1.000E+00  1.248E-01
 13   0.574000   5.0 -1             3 g                          0
                                          7      0.267  0.000E+00  0.000E+00  3.426E-02
                                          5      0.370  0.000E+00  0.000E+00  1.145E-02
                                          4      0.412  0.000E+00  0.000E+00  2.243E-03
 14   0.673700   7.0  1             2 g                          0
                                         12      0.104  0.000E+00  0.000E+00  2.055E-01
                                         10      0.172  0.000E+00  0.000E+00  5.697E+00
 15   0.770700   5.0  1             3 g                          0
                                         13      0.196  0.000E+00  0.000E+00  1.687E-02
                                         11      0.205  0.000E+00  0.000E+00  1.494E-02
                                          7      0.465  0.000E+00  0.000E+00  1.425E-02
 16   0.809100   7.0 -1             1 g                          0
                                         12      0.239  0.000E+00  0.000E+00  9.710E-03
 17   0.865200   8.0  1             2 u                    (8+)  0
                                         14      0.192  6.534E-02  6.788E-02  3.878E-02
                                         12      0.295  9.203E-01  9.321E-01  1.280E-02
 18   0.923900   7.0 -1             2 u                    (7-)  0
                                         11      0.358  3.957E-01  3.988E-01  7.883E-03
                                          8      0.586  5.995E-01  6.012E-01  2.753E-03
 19   1.201700   9.0  1             2 u                    (9+)  0
                                         17      0.336  9.909E-01  1.000E+00  9.207E-03
                                         16      0.393  0.000E+00  0.000E+00  2.367E-02
 20   1.205600  -1.0  0             1                            0
                                         13      0.632  0.000E+00  0.000E+00  0.000E+00
 21   1.267100   8.0 -1             3 u                    (8-)  0
                                         18      0.343  0.000E+00  0.000E+00  8.761E-03
                                         15      0.496  0.000E+00  0.000E+00  1.290E-02
                                         11      0.702  9.983E-01  1.000E+00  1.683E-03
 22   1.281000  -1.0  0             1                            0
                                         16      0.472  0.000E+00  0.000E+00  0.000E+00
 23   1.293800  -1.0  0             1                            0
                                         16      0.485  0.000E+00  0.000E+00  0.000E+00
 24   1.535100  -1.0  0             1                            0
                                         15      0.764  0.000E+00  0.000E+00  0.000E+00
 25   1.590500  -1.0  0             3                            0
                                         23      0.297  0.000E+00  0.000E+00  0.000E+00
                                         22      0.310  0.000E+00  0.000E+00  0.000E+00
                                         16      0.782  0.000E+00  0.000E+00  0.000E+00
 26   1.707400  10.0  1             2 u                   (10+)  0
                                         19      0.506  0.000E+00  0.000E+00  3.359E-03
                                         17      0.842  9.989E-01  1.000E+00  1.058E-03
 27   1.765500   9.0 -1             2 u                    (9-)  0
                                         21      0.498  0.000E+00  0.000E+00  3.553E-03
                                         18      0.842  9.989E-01  1.000E+00  1.059E-03
 28   1.991200  11.0  1             2 u                   (11+)  0
                                         26      0.284  2.792E-01  2.832E-01  1.410E-02
                                         19      0.790  7.160E-01  7.168E-01  1.242E-03
 29   2.049400  -1.0  0             1                            0
                                         20      0.844  0.000E+00  0.000E+00  0.000E+00
 30   2.099600  -1.0  0             2                            0
                                         25      0.509  0.000E+00  0.000E+00  0.000E+00
                                         22      0.819  0.000E+00  0.000E+00  0.000E+00
 31   2.120900  10.0 -1             1 u                   (10-)  0
                                         21      0.854  9.990E-01  1.000E+00  1.023E-03
 32   2.527800  -1.0  0             1                            0
                                         24      0.993  0.000E+00  0.000E+00  0.000E+00
 33   2.628900  -1.0  0             1                            0
                                         25      1.038  0.000E+00  0.000E+00  0.000E+00
 34   2.774500  12.0  1             1 u                   (12+)  0
                                         26      1.067  9.995E-01  1.000E+00  5.467E-04
 35   2.783000  11.0 -1             1 u                   (11-)  0
                                         27      1.018  0.000E+00  0.000E+00  6.084E-04
 36   2.986500  13.0  1             2 u                   (13+)  0
                                         34      0.212  0.000E+00  0.000E+00  2.986E-02
                                         28      0.995  9.993E-01  1.000E+00  7.115E-04
 37   3.055800  -1.0  0             1                            0
                                         29      1.006  0.000E+00  0.000E+00  0.000E+00
 38   3.113500  12.0 -1             1 u                   (12-)  0
                                         31      0.993  9.993E-01  1.000E+00  7.160E-04
 39   3.122600  -1.0  0             1                            0
                                         30      1.023  0.000E+00  0.000E+00  0.000E+00
 40   3.851700  13.0 -1             1 u                   (13-)  0
                                         35      1.069  0.000E+00  0.000E+00  5.448E-04
 41   3.963500  -1.0  0             1                            0
                                         28      1.972  0.000E+00  0.000E+00  0.000E+00
 42   4.041900  14.0  1             1 u                   (14+)  0
                                         34      1.267  9.996E-01  1.000E+00  3.769E-04
 43   4.084900  14.0 -1             1 u                   (14-)  0
                                         38      0.971  9.992E-01  1.000E+00  7.526E-04
 44   4.086100  -1.0  0             1                            0
                                         36      1.099  0.000E+00  0.000E+00  0.000E+00
 45   4.151200  15.0  1             1 u                   (15+)  0
                                         36      1.165  9.995E-01  1.000E+00  4.509E-04
 46   4.748600  15.0 -1             1 u                   (15-)  0
                                         40      0.897  0.000E+00  0.000E+00  9.083E-04
 47   5.073000  16.0 -1             1 u                   (16-)  0
                                         43      0.988  0.000E+00  0.000E+00  7.237E-04
 48   5.376900  16.0  1             1 u                   (16+)  0
                                         42      1.335  0.000E+00  0.000E+00  3.385E-04
 49   5.470000  17.0  1             1 u                   (17+)  0
                                         45      1.319  9.997E-01  1.000E+00  3.471E-04
 50   5.822400  17.0 -1             1 u                   (17-)  0
                                         46      1.074  0.000E+00  0.000E+00  5.390E-04
 51   5.879701  -1.0  0             2                            0
                                         45      1.729  0.000E+00  0.000E+00  0.000E+00
                                         44      1.793  0.000E+00  0.000E+00  0.000E+00
 52   6.239600  18.0 -1             1 u                   (18-)  0
                                         47      1.167  0.000E+00  0.000E+00  4.494E-04
 53   6.760500  18.0  1             1 u                   (18+)  0
                                         48      1.384  0.000E+00  0.000E+00  3.146E-04
 54   6.903100  19.0  1             1 u                   (19+)  0
                                         49      1.433  9.997E-01  1.000E+00  2.929E-04
 55   6.993300  19.0 -1             1 u                   (19-)  0
                                         50      1.171  0.000E+00  0.000E+00  4.459E-04
 56   7.218000  -1.0  0             1                            0
                                         49      1.748  0.000E+00  0.000E+00  0.000E+00
 57   7.579600  20.0 -1             1 u                   (20-)  0
                                         52      1.340  0.000E+00  0.000E+00  3.359E-04
 58   8.394701  21.0  1             1 u                   (21+)  0
                                         54      1.492  0.000E+00  0.000E+00  2.701E-04
 59   8.596201  -1.0  0             1                            0
                                         54      1.693  0.000E+00  0.000E+00  0.000E+00
 60   9.093000  22.0 -1             1 u                   (22-)  0
                                         57      1.513  0.000E+00  0.000E+00  0.000E+00
 85Nb   85   41    1    0    1    1    0.000000    2.600000
  1   0.000000   4.5  1   2.09E+01  0                    (9/2+)  1 =    100.0000 %EC+%B+
 86Nb   86   41   80  123    8    1   10.740001    3.960000
  1   0.000000   6.0  1   8.80E+01  0   +X                 (6+)  1 =    100.0000 %EC+%B+
  2   0.000000  -1.0  0             0   +Y        (0+,1+,2+,3+)  0
  3   0.000000  -1.0  0   5.60E+01  0   +Z                       0
  4   0.026300   7.0  1             1   +X                 (7+)  0
                                          1      0.026  8.511E-02  1.000E+00  1.075E+01
  5   0.049800  -1.0  0   6.80E-08  1   +Y              (1+,2+)  0
                                          2      0.050  3.584E-01  1.000E+00  1.790E+00
  6   0.097100   1.0  1             1   +Y                 (1+)  0
                                          5      0.047  2.222E-01  1.000E+00  3.500E+00
  7   0.236800  -1.0  0             1   +Y               (LE 4)  0
                                          5      0.187  1.000E+00  1.000E+00  0.000E+00
  8   0.274400   8.0  1   8.40E-10  2   +X                 (8+)  0
                                          4      0.248  4.273E-01  4.358E-01  1.989E-02
                                          1      0.275  5.472E-01  5.642E-01  3.104E-02
  9   0.494300   6.0 -1   2.50E-10  1   +X                 (6-)  0
                                          1      0.494  9.986E-01  1.000E+00  1.422E-03
 10   0.724700   9.0  1             1   +X                 (9+)  0
                                          8      0.450  9.955E-01  1.000E+00  4.523E-03
 11   0.887700   7.0 -1             1   +X                 (7-)  0
                                          9      0.393  9.938E-01  1.000E+00  6.271E-03
 12   1.134100  10.0  1             2   +X                (10+)  0
                                         10      0.409  5.207E-02  5.236E-02  5.689E-03
                                          8      0.860  9.467E-01  9.476E-01  1.006E-03
 13   1.283800   8.0 -1             2   +X                 (8-)  0
                                         11      0.396  2.999E-01  3.017E-01  6.164E-03
                                          9      0.790  6.974E-01  6.983E-01  1.241E-03
 14   1.498400   8.0 -1             2   +X                 (8-)  0
                                         13      0.215  2.829E-01  2.911E-01  2.889E-02
                                         11      0.611  7.074E-01  7.089E-01  2.164E-03
 15   1.601100  11.0  1   3.40E-13  2   +X                (11+)  0
                                         12      0.467  6.391E-01  6.418E-01  4.147E-03
                                         10      0.877  3.579E-01  3.582E-01  9.599E-04
 16   1.710700   9.0 -1             3   +X                 (9-)  0
                                         13      0.427  2.510E-01  2.523E-01  5.136E-03
                                         11      0.823  5.836E-01  5.843E-01  1.120E-03
                                          8      1.436  1.634E-01  1.634E-01  1.419E-04
 17   2.026300  10.0 -1             3   +X                (10-)  0
                                         16      0.316  2.806E-01  2.836E-01  1.079E-02
                                         13      0.742  6.540E-01  6.549E-01  1.453E-03
                                         12      0.892  6.147E-02  6.150E-02  3.786E-04
 18   2.209600  10.0 -1             1   +X                (10-)  0
                                         14      0.711  9.984E-01  1.000E+00  1.624E-03
 19   2.211500  12.0  1   4.60E-13  2   +X                (12+)  0
                                         15      0.610  1.189E-01  1.191E-01  2.167E-03
                                         12      1.078  8.804E-01  8.809E-01  5.348E-04
 20   2.454800  11.0 -1             3   +X                (11-)  0
                                         17      0.428  2.945E-01  2.960E-01  5.104E-03
                                         16      0.744  4.396E-01  4.402E-01  1.443E-03
                                         12      1.321  2.637E-01  2.638E-01  1.635E-04
 21   2.599100  11.0 -1             1   +X                (11-)  0
                                         17      0.573  9.975E-01  1.000E+00  2.507E-03
 22   2.683900  13.0  1   3.50E-13  2   +X                (13+)  0
                                         19      0.472  3.372E-01  3.385E-01  4.033E-03
                                         15      1.083  6.611E-01  6.615E-01  5.288E-04
 23   2.779500  12.0 -1             3   +X                (12-)  0
                                         20      0.325  3.441E-01  3.476E-01  1.006E-02
                                         17      0.753  5.214E-01  5.221E-01  1.399E-03
                                         15      1.179  1.303E-01  1.304E-01  2.001E-04
 24   3.065400  12.0 -1             1   +X                (12-)  0
                                         18      0.856  9.990E-01  1.000E+00  1.017E-03
 25   3.302200  13.0 -1   4.50E-13  2   +X                (13-)  0
                                         23      0.523  7.443E-01  7.467E-01  3.107E-03
                                         20      0.847  2.531E-01  2.533E-01  1.042E-03
 26   3.377500  13.0 -1   6.50E-13  3   +X                (13-)  0
                                         23      0.598  2.595E-01  2.601E-01  2.271E-03
                                         21      0.779  3.460E-01  3.464E-01  1.285E-03
                                         20      0.923  3.932E-01  3.935E-01  8.489E-04
 27   3.468200  14.0  1   3.50E-13  2   +X                (14+)  0
                                         22      0.785  1.379E-01  1.380E-01  1.227E-03
                                         19      1.256  8.616E-01  8.620E-01  3.839E-04
 28   3.687400  14.0 -1   7.60E-13  2   +X                (14-)  0
                                         25      0.385  2.641E-01  2.658E-01  6.593E-03
                                         23      0.908  7.335E-01  7.342E-01  8.827E-04
 29   3.902400  15.0  1   3.40E-13  2   +X                (15+)  0
                                         27      0.434  1.733E-01  1.742E-01  4.941E-03
                                         22      1.218  8.255E-01  8.258E-01  4.095E-04
 30   3.987400  15.0  1   2.10E-13  2   +X                (15+)  0
                                         27      0.519  2.535E-01  2.543E-01  3.155E-03
                                         22      1.303  7.455E-01  7.457E-01  3.556E-04
 31   4.070000  14.0 -1   4.50E-13  1   +X                (14-)  0
                                         25      0.768  9.987E-01  1.000E+00  1.287E-03
 32   4.317900  15.0 -1   4.80E-13  2   +X                (15-)  0
                                         28      0.631  3.503E-01  3.510E-01  2.010E-03
                                         25      1.016  6.486E-01  6.490E-01  6.110E-04
 33   4.370400  15.0 -1   6.20E-13  2   +X                (15-)  0
                                         31      0.300  1.798E-01  1.820E-01  1.223E-02
                                         26      0.993  8.174E-01  8.180E-01  7.151E-04
 34   4.777200  16.0 -1   3.40E-13  2   +X                (16-)  0
                                         32      0.459  1.502E-01  1.509E-01  4.318E-03
                                         28      1.090  8.487E-01  8.491E-01  5.215E-04
 35   4.840600  16.0  1   5.20E-13  1   +X                (16+)  0
                                         27      1.373  9.997E-01  1.000E+00  3.195E-04
 36   5.027500  16.0  1             1   +X                (16+)  0
                                         29      1.125  9.995E-01  1.000E+00  5.073E-04
 37   5.153201  16.0 -1   2.10E-13  3   +X                (16-)  0
                                         33      0.783  2.690E-01  2.693E-01  1.231E-03
                                         32      0.835  3.032E-01  3.035E-01  1.068E-03
                                         31      1.083  4.270E-01  4.272E-01  5.288E-04
 38   5.274100  17.0  1   3.00E-13  3   +X                (17+)  0
                                         35      0.434  1.029E-01  1.035E-01  4.941E-03
                                         30      1.287  2.907E-01  2.908E-01  3.652E-04
                                         29      1.371  6.056E-01  6.058E-01  3.203E-04
 39   5.307800  17.0  1   4.00E-13  2   +X                (17+)  0
                                         35      0.467  2.643E-01  2.654E-01  4.141E-03
                                         30      1.320  7.343E-01  7.346E-01  3.463E-04
 40   5.441900  17.0 -1   1.40E-13  4   +X                (17-)  0
                                         37      0.289  1.370E-01  1.389E-01  1.351E-02
                                         34      0.665  1.199E-01  1.201E-01  1.781E-03
                                         33      1.071  4.281E-01  4.284E-01  5.419E-04
                                         32      1.125  3.125E-01  3.127E-01  4.868E-04
 41   5.504300  17.0 -1   3.20E-13  3   +X                (17-)  0
                                         34      0.727  6.562E-02  6.572E-02  1.454E-03
                                         33      1.134  5.048E-01  5.050E-01  4.780E-04
                                         32      1.187  4.291E-01  4.293E-01  4.334E-04
 42   5.532900  17.0  1             3   +X                (17+)  0
                                         39      0.225  2.117E-01  2.171E-01  2.556E-02
                                         38      0.259  2.722E-01  2.771E-01  1.785E-02
                                         36      0.505  5.041E-01  5.058E-01  3.370E-03
 43   5.605500  17.0 -1   1.40E-13  1   +X                (17-)  0
                                         32      1.288  9.996E-01  1.000E+00  3.647E-04
 44   6.035400  18.0 -1   1.32E-13  2   +X                (18-)  0
                                         40      0.594  8.168E-02  8.187E-02  2.306E-03
                                         34      1.258  9.178E-01  9.181E-01  3.827E-04
 45   6.361500  18.0  1             1   +X                (18+)  0
                                         35      1.521  1.000E+00  1.000E+00  0.000E+00
 46   6.479300  19.0 -1   1.25E-12  2   +X                (19-)  0
                                         44      0.444  0.000E+00  0.000E+00  4.678E-03
                                         40      1.037  9.994E-01  1.000E+00  5.823E-04
 47   6.644900  19.0  1   5.50E-13  3   +X                (19+)  0
                                         42      1.113  9.737E-02  9.742E-02  4.979E-04
                                         39      1.337  6.491E-01  6.493E-01  3.374E-04
                                         38      1.371  2.532E-01  2.532E-01  3.205E-04
 48   6.722100  19.0  1   1.90E-13  3   +X                (19+)  0
                                         45      0.361  7.735E-02  7.795E-02  7.755E-03
                                         39      1.414  2.772E-01  2.773E-01  3.010E-04
                                         38      1.448  6.446E-01  6.448E-01  2.867E-04
 49   6.807701  19.0 -1   1.70E-13  1   +X                (19-)  0
                                         41      1.303  9.996E-01  1.000E+00  3.556E-04
 50   6.957601  19.0  1   5.00E-13  2   +X                (19+)  0
                                         42      1.424  4.011E-01  4.013E-01  2.967E-04
                                         39      1.649  5.987E-01  5.987E-01  0.000E+00
 51   6.972600  19.0 -1   2.50E-13  1   +X                (19-)  0
                                         43      1.367  9.997E-01  1.000E+00  3.224E-04
 52   7.460701  20.0 -1   1.30E-13  1   +X                (20-)  0
