130Eu  130   63    1    0    1    1   11.990001   -1.028000
  1   0.000000   1.0  1   9.00E-04  0                      (1+)  1 AP   100.0000 %P     
131Eu  131   63    1    0    1    1   13.490001   -0.939000
  1   0.000000   1.5  1   1.78E-02  0                      3/2+  2 =     89.0000 %P      =     11.0000 %EC+%B+
132Eu  132   63    1    0    1    1   11.220000   -0.410000
  1   0.000000  -1.0  0             0                            2 =      0.0000 %P      ?      0.0000 %EC+%B+
134Eu  134   63    1    0    1    1   10.600000   -0.014000
  1   0.000000  -1.0  0   5.00E-01  0                            2 =    100.0000 %EC+%B+ LT     0.0000 %ECP   
135Eu  135   63    1    0    1    1   12.440001   -0.020000
  1   0.000000  -1.0  0   1.50E+00  0                            2 =    100.0000 %EC+%B+ ?      0.0000 %ECP   
136Eu  136   63    2    0    1    1   10.139001    0.629000
  1   0.000000   7.0  1   3.30E+00  0   +X                 (7+)  0
  2   0.000000   3.0  1   3.80E+00  0   +Y                 (3+)  0
137Eu  137   63    8    7    1    1   11.830001    0.490000
  1   0.000000   5.5 -1   1.10E+01  0                   (11/2-)  1 =    100.0000 %EC+%B+
  2   0.273200   7.5 -1             1                   (15/2-)  0
                                          1      0.273  9.272E-01  1.000E+00  7.851E-02
  3   0.741600   9.5 -1             1                   (19/2-)  0
                                          2      0.468  9.843E-01  1.000E+00  1.597E-02
  4   1.354000  11.5 -1             1                   (23/2-)  0
                                          3      0.612  9.924E-01  1.000E+00  7.708E-03
  5   2.076000  13.5 -1             1                   (27/2-)  0
                                          4      0.722  9.948E-01  1.000E+00  5.196E-03
  6   2.876000  15.5 -1             1                   (31/2-)  0
                                          5      0.800  9.959E-01  1.000E+00  4.108E-03
  7   3.733000  17.5 -1             1                   (35/2-)  0
                                          6      0.857  9.965E-01  1.000E+00  3.523E-03
  8   4.645000  19.5 -1             1                   (39/2-)  0
                                          7      0.912  9.969E-01  1.000E+00  3.075E-03
138Eu  138   63   50   90    1    1    9.711000    1.324000
  1   0.000000   6.0 -1   1.21E+01  0                      (6-)  1 =    100.0000 %EC+%B+
  2   0.000000  -1.0  0             0   +Y                       0
  3   0.064700  -1.0  0             1   +Y                       0
                                          2      0.065  1.000E+00  1.000E+00  0.000E+00
  4   0.293000  -1.0  0             1   +Y                       0
                                          3      0.228  1.000E+00  1.000E+00  0.000E+00
  5   0.297500  -1.0  0             1   +Y                       0
                                          3      0.233  1.000E+00  1.000E+00  0.000E+00
  6   0.310700  -1.0  0             1   +Y                       0
                                          3      0.246  1.000E+00  1.000E+00  0.000E+00
  7   0.356400  -1.0  0             1   +Y                       0
                                          3      0.292  1.000E+00  1.000E+00  0.000E+00
  8   0.376000  -1.0  0             1   +Y                       0
                                          3      0.311  1.000E+00  1.000E+00  0.000E+00
  9   0.584800  -1.0  0             2   +Y                       0
                                          7      0.228  0.000E+00  0.000E+00  0.000E+00
                                          3      0.520  0.000E+00  0.000E+00  0.000E+00
 10   0.000000   8.0  1             0   +X                 (8+)  0
 11   0.105030   9.0  1             1   +X                 (9+)  0
